label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20
A,0.0,-0.27493449226920097,-0.4928008519613961,-0.5630814803571672,-0.5581504073172331,-0.3601986865045207,-0.4220890047238158,-0.3820813413607543,-0.33099170434761804,-0.1985957650226457,-0.27206629922669323,-0.2397618005686067,-0.1896032745410128,-0.028668731952635633,-0.09200242686912023,-0.08139209238270785,-0.05043548772273969,0.1559539752767864,0.09100449861684133,0.06434069711856724,0.07081124823315761,0.0,-0.1313584156553681,-0.44885035118248,-0.7519375976222952,-1.0,-0.7278223386620791,-0.9380303878329882,-0.7204787292180771,-0.552411134066371,-0.7569113594715332,-0.9958650629422777,-0.710897463129861,-0.5471879417105963,-0.7521215513319527,-0.9741371807980373,-0.6759075908951988,-0.5143306539059436,-0.7143220542762432,-0.9003741148258854,-0.6956952975904951,-0.5696100841278883,0.0,-0.0494308586892443,-0.06547105311614806,-0.09516436160404446,-0.11006423185687356,0.0550793731945118,-0.06346838470467084,-0.13226752968081668,-0.15640807712045737,0.029039193074545937,-0.09409689647791449,-0.1282161657630481,-0.11288184794053208,-0.020609516176717097,-0.14363257447519479,-0.1051116210752889,-0.037535522730377344,-0.07576869723006244,-0.13688668569624732,-0.088580682566972,-0.03027432962662044
A,0.0,-0.23684622276103975,-0.4033811541696319,-0.45674852536208443,-0.4775532613618144,-0.3125868468204922,-0.3298737591804473,-0.32363168790839103,-0.3054754283271122,-0.1554628408122393,-0.18079609351046802,-0.18773293934646185,-0.16736384387543565,-0.004680234929439596,-0.02400119124302764,-0.046356336372151634,-0.03447625389931676,0.15517628146527113,0.122396001811477,0.07772720112739127,0.06759934994979058,0.0,-0.15074814843985138,-0.46035627237975757,-0.7466058539679503,-0.9840894515218939,-0.7302066602721153,-0.9843709125737319,-0.7982040288486151,-0.6205497157612563,-0.7382543191349916,-1.0,-0.7172729008385114,-0.5551616194716901,-0.7052268600690274,-0.9141267780743775,-0.6370636210975188,-0.4989799014657774,-0.6418984750120249,-0.8238263021397368,-0.6400607154209011,-0.5353082429235664,0.0,-0.04744221475973914,-0.06550124963313265,-0.09485696379352432,-0.10853034960296482,0.04714369138135072,-0.06573057402464234,-0.1275027649255568,-0.14543500717685143,0.0225424134958739,-0.09128063611836096,-0.1145299332128953,-0.09004196466199252,-0.024933884541053927,-0.135340075163496,-0.09373942629116855,-0.025664503745698793,-0.07815988242684369,-0.12908585148968563,-0.07808228725397982,-0.018162521783466962
A,0.0,-0.2494363672624702,-0.42220305412135184,-0.4752451791308752,-0.4949976762081542,-0.33354022806014616,-0.3578486713362718,-0.3446732954671585,-0.31688973114873814,-0.1781212644624298,-0.20494423343550203,-0.20910770122554492,-0.18753239944783082,-0.02875002020109457,-0.05773357393502937,-0.07425549420934514,-0.06015006882579517,0.12744484302017997,0.07887839260734063,0.04638171313451194,0.05079469774101149,0.0,-0.14385683382162265,-0.46781774723431474,-0.7606286616148835,-0.996630546221614,-0.7529401694192545,-1.0,-0.7913737507953903,-0.612019287205932,-0.7568729451491001,-0.99092042935362,-0.7106553270597169,-0.5629057645133099,-0.7261749178592416,-0.9090432175557546,-0.63727305291195,-0.5216575268923187,-0.6725126414454003,-0.8203478921511955,-0.626225851256366,-0.5365010247948678,0.0,-0.04720384031691836,-0.0652003405993785,-0.09404816406685243,-0.10550360542480641,0.04791204781288295,-0.06697840875494132,-0.12991261019368547,-0.1481826355165345,0.023582992760593634,-0.09234890792887195,-0.11978570158983062,-0.10007758032359228,-0.023681019828550913,-0.1315327823762721,-0.09204856649041548,-0.0291221319285537,-0.07701535589094112,-0.12238957828199418,-0.07040076276229683,-0.012327298473925004
A,0.0,-0.2510897664650211,-0.4313117537206181,-0.4698567543926165,-0.42985258534010073,-0.2820423190384201,-0.2919675827571222,-0.24770896858054905,-0.21635706258499202,-0.11199842072977549,-0.12051677713308222,-0.0960307918251467,-0.0841671356193375,0.0537801858186543,0.05803699748150969,0.05155938636832238,0.04622461628298992,0.22162418910301573,0.226344842370274,0.20232131818577587,0.18605708308513436,0.0,-0.13780907612987683,-0.4637731719892918,-0.7741246197637741,-1.0,-0.7362292339918195,-0.9460268426635275,-0.703426048078405,-0.5670814650413409,-0.7569380261666223,-0.959469276064935,-0.6540000964364561,-0.543133670098378,-0.7420915450175336,-0.9202352181795933,-0.6307786316929045,-0.5225467546716709,-0.6900428767527301,-0.8704647379309726,-0.6763252346102749,-0.5792713091781375,0.0,-0.08254538285534099,-0.10837017585961566,-0.13562995417606588,-0.14016716370931245,0.0051313475196183385,-0.10152618879590558,-0.1446438909202587,-0.15503077761324063,-0.0011602508129837509,-0.11610493675488912,-0.13097567492665704,-0.10746004448022824,-0.031110523265539085,-0.1570278898442724,-0.11223474604242979,-0.0440128588963543,-0.06791788666226378,-0.1364112817510844,-0.08943967735709239,-0.03221954867260102
A,0.0,-0.25555825402839505,-0.42702447248910186,-0.4696847982635327,-0.5041301229550068,-0.28966497227221855,-0.3174397499449765,-0.3018171490154434,-0.27563849208040386,-0.13352653360990085,-0.17155991903803075,-0.18061092776415244,-0.14895881436368552,0.012590613712510282,-0.024100022009419096,-0.049987944442855196,-0.021785238276773408,0.1642372627054772,0.11348774565751826,0.08012800491329632,0.10409170863732506,0.0,-0.12296930999595423,-0.44436433353202137,-0.7685385570578136,-1.0,-0.6844730845821392,-0.8881232620878123,-0.6420932767354602,-0.5471080382251651,-0.6862040640946977,-0.875572493013323,-0.589105162405577,-0.5354503436563541,-0.6583151526969128,-0.8358895687613368,-0.5617644431704539,-0.49695604479646543,-0.617410034310174,-0.750817179957067,-0.5652074285584181,-0.5007423070658409,0.0,-0.07147161601059313,-0.0836977580119207,-0.09986745647120299,-0.09752587247607891,0.026408618688190163,-0.0759670955050537,-0.1146976800010818,-0.12367540305370064,0.01892290880159705,-0.08614649744725358,-0.09043804226911448,-0.0636543908451868,-0.014410324722499175,-0.13194758046246227,-0.08488979500992934,-0.019516360809335383,-0.05466310802736232,-0.11332182677121413,-0.06892706426860891,-0.017756667707186573
A,0.0,-0.22478638703459827,-0.38914595242783107,-0.46219477789403735,-0.5452072216894132,-0.262506445643431,-0.3083406078674141,-0.2801705371663864,-0.24885664173840372,-0.10276920750658941,-0.1477737736419925,-0.15002670207677793,-0.11791969877663767,0.052173770898078634,0.00926216885666509,-0.013947839656765566,0.014929518631394141,0.20645733425556084,0.15391663785313844,0.11656262903145533,0.13761545418999296,0.0,-0.1456589166181495,-0.4956200274770865,-0.8003121056079907,-1.0,-0.7361331276954758,-0.9296008028575236,-0.6809874645462245,-0.6002731945739979,-0.7372689328962726,-0.9102664267396159,-0.6221556158211154,-0.5827608940313598,-0.6958148161716359,-0.8358116373182212,-0.573437424971105,-0.5365723582494822,-0.6391462808217788,-0.745683991320475,-0.5666932349533177,-0.5226469953340328,0.0,-0.07499175968348279,-0.0934772374463231,-0.11485993432542756,-0.11690557320271726,0.013942978195022257,-0.08676439992849677,-0.12403587240463239,-0.13515637700163682,0.005975350253287517,-0.09945879637471965,-0.1032620270268064,-0.0765656424106471,-0.026256163954238777,-0.13694402594471186,-0.08484915169259258,-0.019463394437312112,-0.0662234816412303,-0.11791874150811837,-0.06880247333899345,-0.01632923794745226
A,0.0,-0.22459828329063725,-0.40657518184759084,-0.5040759537823885,-0.5967044481390964,-0.31015856990277996,-0.3695577446343054,-0.32112119445348164,-0.28045576134859196,-0.14747589975845687,-0.2046602773627302,-0.18878580063328565,-0.14928436697435152,0.010876802887657373,-0.03559091091067138,-0.045026922232688525,-0.013485505342341003,0.16430798978975303,0.1123776005919624,0.08124320386763492,0.10076245530025847,0.0,-0.1381144359399957,-0.49050853822009094,-0.7915474635211915,-1.0,-0.7542794638653985,-0.9368690784778136,-0.6636938932249664,-0.5932177417536426,-0.7588176581868115,-0.9334045752840053,-0.6155764707831307,-0.5924476476351185,-0.7157107943404639,-0.849918503932841,-0.5539615785848031,-0.53541765699037,-0.6632125556402779,-0.7614397055649711,-0.5607621976051844,-0.5282689195351733,0.0,-0.09232822050553137,-0.11469099040085655,-0.13713462075383898,-0.13487836520591714,0.010195329689327518,-0.10344347042833789,-0.13978144539832332,-0.14648417767937108,0.00865679968125384,-0.11567801142739409,-0.1144781546897493,-0.07695425749811942,-0.02125553621501423,-0.15453434458294849,-0.09423187096333127,-0.014779585845072244,-0.060061105094721706,-0.12369438461311723,-0.07130768675230846,-0.012048676858198127
A,0.0,-0.2507109971825766,-0.4085654053485053,-0.4825297004970546,-0.5655328622740055,-0.26400214913831077,-0.33246293010369293,-0.30239707621554407,-0.25898743773534216,-0.10717482453159029,-0.18076853278971736,-0.18082863693592383,-0.13170877249899923,0.04144828411794426,-0.02374462445617785,-0.04510251658716703,-0.00033571984428045127,0.18375746881184232,0.11981114015406917,0.0781146358743053,0.10964407553264809,0.0,-0.2040685193908096,-0.540035089531103,-0.8173342017995049,-1.0,-0.7450179556985953,-0.9299663831865126,-0.6697683948158347,-0.5931028997926074,-0.7368640479079855,-0.9166131346819353,-0.6251115122850717,-0.5857579074724895,-0.6887696066947385,-0.8316366641269067,-0.5682373828197446,-0.5391087883386002,-0.6282854096853017,-0.7369067185311211,-0.5563698025479177,-0.5114691827612675,0.0,-0.05153130506630119,-0.07055536212439584,-0.0989358094154671,-0.10747150098423347,0.026681516306168683,-0.07760593025800769,-0.1139392550267769,-0.12122669596656667,0.007804876288994173,-0.1074874713366181,-0.10514313983004125,-0.07027603142557223,-0.03377817518854672,-0.1437399637077914,-0.0787946734238591,-0.0029969018530496905,-0.08207501908579254,-0.11832149274066756,-0.0549600484048275,0.0058993922173400685
A,0.0,0.2223495450450757,0.35240290785477135,0.3929476978907999,0.3976325302954253,0.24535237885112537,0.26037527922818343,0.2589888065284021,0.23424890434057197,0.1115463579405561,0.1395042071002622,0.13657772034406682,0.10207711168964403,-0.029544203569386078,0.006964662773054661,0.020126089848913196,-0.009181715620513623,-0.18499797434670884,-0.15736474726872257,-0.10761001568862963,-0.0995159805211416,0.0,-0.194859124846854,-0.5007416852611128,-0.7687886650825007,-1.0,-0.7395450747871962,-0.9541837192297897,-0.7575297323444452,-0.6142591615165938,-0.7557272986660208,-0.9475616971246266,-0.6880050176011875,-0.5614765886330899,-0.7425773728153782,-0.9300333506778199,-0.6808748330285669,-0.5488377005562088,-0.7067487560226885,-0.9226608736273167,-0.7716373268814015,-0.6480706550934949,0.0,-0.051538884775285704,-0.05770208586721203,-0.07509672458066197,-0.08027471394797095,0.05097096650332946,-0.040606562872477,-0.09296707074166322,-0.10521668427653508,0.04438519721848235,-0.04411733882563865,-0.07204730050930684,-0.06281062460683684,0.017155585272696446,-0.08089854759194919,-0.05889791377859624,-0.00948580040306427,-0.01478997228801253,-0.06967788637884403,-0.032809037677365906,0.018414427318798915
A,0.0,0.1975123016169249,0.32684180695820186,0.3342889759987237,0.3295831443840182,0.13261847978667968,0.21802417935996413,0.20428797913213764,0.1408274157133768,-0.04122427095107925,0.07186549190523317,0.08459514013376652,0.028187841827699605,-0.181445480306494,-0.07353261649701813,-0.038439029364436786,-0.09308668910819548,-0.30301646712126584,-0.2165927483849345,-0.16522131671730644,-0.20311138417072716,0.0,-0.15928922955553182,-0.5102794671158749,-0.7948528059327359,-1.0,-0.7859444187029715,-0.8254777170165309,-0.5881726667953792,-0.5761333326876391,-0.7788031625249799,-0.7685764626367368,-0.49754040758959944,-0.5113331669757014,-0.6971556773927745,-0.6248076508916565,-0.3981677025642497,-0.41719095057122463,-0.5948863028429521,-0.5576762244943552,-0.4053212025664883,-0.4037410182640395,0.0,-0.09449286457074156,-0.12124181719838047,-0.13513697013333933,-0.12835520497043665,-0.057123553688805194,-0.14226497739703378,-0.17082788913559924,-0.18552000995144363,-0.04926060287964831,-0.1437341677778103,-0.1574161159858855,-0.14985418393600344,-0.05700281153579449,-0.15881860493606256,-0.13104388938339964,-0.09445644147790222,-0.07158271062109858,-0.1338035811241087,-0.10784788439705652,-0.07462558648343158
A,0.0,0.206474780854535,0.34329404309987055,0.3521361691526749,0.3521893786385142,0.16609878710426498,0.24191024111471723,0.2271512015337798,0.1674641855273565,-0.009659017904384143,0.09312698027658085,0.1043346373553782,0.04646109227011117,-0.1538398920025114,-0.05500743343063157,-0.01440864249229117,-0.07097514191222361,-0.2842461955217625,-0.23280753820375624,-0.16566259088862834,-0.17880963553653023,0.0,-0.17583892843389615,-0.5136740897484117,-0.792137003297866,-1.0,-0.758269399346262,-0.8416777465212312,-0.5972223339195416,-0.5838827438738489,-0.7448344249850051,-0.7932578625197806,-0.5141820579858087,-0.5259414478703207,-0.6671375410035665,-0.6683386352673968,-0.4343897115110727,-0.44149228948728314,-0.5800398781250287,-0.608231928272491,-0.47430524215365816,-0.4657133596581576,0.0,-0.08651815629272269,-0.10804544364133983,-0.11994927764195815,-0.10986532027388447,-0.04396725987653586,-0.1232606914413754,-0.14585136779285426,-0.15661967255733822,-0.03822779507418993,-0.12451660830814652,-0.13236803498631666,-0.12251171415761773,-0.048720522744861924,-0.14454515206457913,-0.11150183926256385,-0.0722801476909277,-0.0656899097332443,-0.12197995828760148,-0.09265639416287695,-0.05831239464989805
A,0.0,0.21038680700034892,0.342840839142194,0.34769335881424396,0.35140210485628076,0.15310065431373768,0.2398307390047475,0.22587280931880396,0.16466062525298752,-0.021805663494834492,0.09411466744916697,0.10588065914726584,0.046865347140789354,-0.16535074359250304,-0.050960952316760684,-0.010923568812050604,-0.06715462151203039,-0.29088953489021596,-0.23623566279847874,-0.1663613903878329,-0.17349847825787432,0.0,-0.17032749946097597,-0.511325090516938,-0.7904799604082655,-1.0,-0.789108474723962,-0.8376966041299482,-0.5926918394926062,-0.5840791849584179,-0.7792876243432565,-0.7833991023341323,-0.508483623909803,-0.5252888852312627,-0.6938125626301245,-0.6549222111045282,-0.42757062332032103,-0.44744971808763584,-0.5930321973300902,-0.605691721447273,-0.470637619818806,-0.46521163070504346,0.0,-0.09059051363766807,-0.11369652607376253,-0.12577351555655641,-0.11594476367928185,-0.04125695832542327,-0.12061354737293893,-0.1462552070791513,-0.15982348476050262,-0.034869802774816265,-0.12045052518525728,-0.13099825506551016,-0.12298918642829326,-0.04527436021373898,-0.14308120267237376,-0.11432726100091888,-0.07772367124047642,-0.06243766755351478,-0.12208024667274764,-0.09438863154075099,-0.060226575127742765
